,PM2.5,PM10,NO2,CO,O3,SO2,temperature,pressure,humidity,wind_direction,wind_speed/kph
2017-07-22 00:00:00,12.0,28.0,42.0,0.6,36.0,2.0,56.239999999999995,100.47000000000003,54.25,67.72,4.74
2017-07-22 01:00:00,20.0,44.0,39.0,0.6,31.0,2.0,57.05,100.28999999999996,50.45,80.18,5.88
2017-07-22 02:00:00,25.0,55.0,32.0,0.6,29.0,2.0,57.86,100.12,46.65,88.33,7.21
2017-07-22 03:00:00,38.0,62.0,29.0,0.6,31.0,2.0,58.67,99.94000000000005,42.85,93.87,8.64
2017-07-22 04:00:00,35.0,42.0,21.0,0.5,53.0,2.0,59.18,99.37,41.97,103.53,9.09
2017-07-22 05:00:00,22.0,44.0,15.0,0.5,82.0,2.0,59.68,98.79999999999995,41.1,112.06,9.77
2017-07-22 06:00:00,19.0,20.0,11.0,0.5,98.0,2.0,60.19,98.23000000000002,40.23,119.34,10.64
2017-07-22 07:00:00,23.0,36.0,16.0,0.5,92.0,2.0,59.7,98.27999999999997,40.84,121.64,9.81
2017-07-22 08:00:00,20.0,31.0,20.0,0.5,88.0,2.0,59.22,98.32000000000005,41.45,124.37,8.99
2017-07-22 09:00:00,21.0,22.0,20.0,0.5,97.0,2.0,58.730000000000004,98.37,42.06,127.63,8.2
2017-07-22 10:00:00,19.0,37.0,29.0,0.5,85.0,2.0,58.25,98.38,44.78,132.63,7.85
2017-07-22 11:00:00,26.0,42.0,22.0,0.5,83.0,2.0,57.769999999999996,98.38999999999999,47.49,138.05,7.56
2017-07-22 12:00:00,25.0,56.0,26.0,0.6,69.0,2.0,57.29,98.39999999999998,50.2,143.84,7.34
2017-07-22 13:00:00,24.0,39.0,21.0,0.5,71.0,2.0,56.97,98.51999999999998,51.78,146.2,6.3
2017-07-22 14:00:00,21.0,32.0,22.0,0.5,69.0,2.0,56.64,98.63999999999999,53.37,149.47,5.28
2017-07-22 15:00:00,22.0,33.0,23.0,0.6,66.0,2.0,56.31,98.75999999999999,54.95,154.3,4.28
2017-07-22 16:00:00,27.0,42.0,46.0,0.6,37.0,2.0,56.17,98.37,55.56,151.68,3.88
2017-07-22 17:00:00,25.0,31.0,30.0,0.6,51.0,2.0,56.03,97.98000000000002,56.18,148.45,3.49
2017-07-23 01:00:00,40.0,84.0,60.0,0.8,2.0,2.0,57.92,96.13,49.08,138.98,3.79
2017-07-23 02:00:00,29.0,45.0,34.0,0.6,30.0,2.0,58.730000000000004,95.65999999999997,47.06,140.38,4.13
2017-07-23 03:00:00,30.0,46.0,30.0,0.6,35.0,2.0,59.53,95.19000000000005,45.04,141.57,4.47
2017-07-23 04:00:00,37.0,55.0,33.0,0.6,42.0,2.0,59.870000000000005,94.65999999999997,44.28,142.32,4.47
2017-07-23 05:00:00,45.0,58.0,33.0,0.7,71.0,2.0,60.2,94.13,43.52,143.06,4.46
2017-07-23 06:00:00,55.0,65.0,27.0,0.8,110.0,2.0,60.54,93.60000000000002,42.76,143.81,4.45
2017-07-23 07:00:00,49.0,63.0,23.0,0.8,124.0,2.0,60.06,93.83000000000004,43.45,137.58,3.72
2017-07-23 08:00:00,51.0,55.0,22.0,0.6,130.0,2.0,59.59,94.05999999999995,44.13,128.49,3.06
2017-07-23 09:00:00,47.0,55.0,22.0,0.6,143.0,2.0,59.11,94.27999999999997,44.82,114.94,2.51
2017-07-23 10:00:00,41.0,54.0,25.0,0.7,156.0,2.0,58.86,94.25,46.15,125.02,2.55
2017-07-23 11:00:00,40.0,48.0,28.0,0.8,149.0,2.0,58.6,94.21000000000004,47.48,134.55,2.65
2017-07-23 12:00:00,37.0,53.0,29.0,0.7,135.0,2.0,58.34,94.16999999999996,48.82,143.12,2.83
2017-07-23 13:00:00,41.0,61.0,35.0,0.7,113.0,2.0,58.1,94.35000000000002,50.31,146.04,1.89
2017-07-23 14:00:00,47.0,73.0,50.0,0.8,79.0,2.0,57.86,94.52999999999997,51.8,154.57,0.97
2017-07-23 15:00:00,50.0,84.0,72.0,0.8,43.0,2.0,57.620000000000005,94.71000000000004,53.29,230.47,0.29
2017-07-23 16:00:00,63.0,101.0,95.0,0.8,17.0,2.0,57.41,94.45000000000005,54.51,60.73,0.35
2017-07-23 17:00:00,69.0,99.0,75.0,0.8,30.0,2.0,57.2,94.20000000000005,55.73,57.74,0.99
2017-07-23 18:00:00,75.0,80.0,58.0,0.7,37.0,2.0,56.980000000000004,93.95000000000005,56.95,57.09,1.62
2017-07-23 19:00:00,76.0,87.0,61.0,0.699999988079071,28.0,2.0,56.86,93.99000000000001,57.86,34.17,1.94
2017-07-23 20:00:00,75.0,78.0,70.0,0.8,8.0,2.0,56.739999999999995,94.03999999999996,58.77,19.3,2.47
2017-07-23 21:00:00,60.0,93.0,47.0,0.699999988079071,28.0,2.0,56.61,94.09000000000003,59.67,10.04,3.1
2017-07-23 22:00:00,55.0,79.0,59.0,0.699999988079071,11.0,2.0,56.81,94.38999999999999,58.85,15.05,3.12
2017-07-23 23:00:00,38.0,52.0,46.0,0.699999988079071,17.0,2.0,57.0,94.69000000000005,58.03,19.94,3.18
2017-07-24 00:00:00,27.0,33.0,32.0,0.6,24.0,2.0,57.2,94.99000000000001,57.21,24.64,3.25
2017-07-24 01:00:00,27.0,52.0,36.0,0.6,19.0,2.0,58.31,94.96000000000004,52.98,47.71,3.81
2017-07-24 02:00:00,24.0,48.0,36.0,0.7,26.0,2.0,59.43,94.94000000000005,48.74,63.05,4.81
2017-07-24 03:00:00,27.0,45.0,35.0,0.7,41.0,2.0,60.54,94.91999999999996,44.51,72.68,6.03
2017-07-24 04:00:00,26.0,53.0,31.0,0.7,52.0,2.0,60.769999999999996,94.85000000000002,42.34,62.9,6.86
2017-07-24 05:00:00,25.0,53.0,27.0,0.6,45.0,2.0,61.0,94.77999999999997,40.17,55.4,7.85
2017-07-24 06:00:00,25.0,45.0,31.0,0.6,44.0,2.0,61.230000000000004,94.71000000000004,38.0,49.64,8.94
2017-07-24 07:00:00,27.0,44.0,31.0,0.7,60.0,2.0,60.43,95.20000000000005,40.7,37.44,8.8
2017-07-24 08:00:00,41.0,69.0,40.0,0.8,53.0,2.0,59.629999999999995,95.67999999999995,43.39,25.4,9.06
2017-07-24 09:00:00,25.0,36.0,29.0,0.6,45.0,2.0,58.83,96.16999999999996,46.09,14.49,9.69
2017-07-24 10:00:00,17.0,33.0,29.0,0.6000000238418579,45.0,2.0,58.57,96.29999999999995,47.08,11.6,8.45
2017-07-24 11:00:00,22.0,45.0,45.0,0.7,28.0,2.0,58.31,96.41999999999996,48.07,7.72,7.23
2017-07-24 12:00:00,24.0,59.0,50.0,0.6,24.0,2.0,58.05,96.54999999999995,49.05,2.3,6.05
2017-07-24 13:00:00,22.0,47.0,44.0,0.6,29.0,2.0,57.68,97.14999999999998,50.22,358.28,6.11
2017-07-24 14:00:00,30.0,101.0,63.0,0.7,2.0,2.0,57.31,97.75999999999999,51.39,354.36,6.21
2017-07-24 15:00:00,32.0,65.0,65.0,0.7,2.0,2.0,56.93,98.36000000000001,52.55,350.57,6.33
2017-07-24 16:00:00,27.0,80.0,63.0,0.6000000238418579,3.0,3.0,56.68,98.32000000000005,52.91,351.27,6.23
2017-07-24 17:00:00,28.0,42.0,69.0,0.7,2.0,3.0,56.44,98.28999999999996,53.26,351.99,6.13
2017-07-24 18:00:00,28.0,55.0,69.0,0.7,2.0,2.0,56.19,98.25999999999999,53.61,352.73,6.03
2017-07-24 19:00:00,21.0,50.0,61.0,0.6,2.0,2.0,56.0,98.44000000000005,54.03,355.67,6.01
2017-07-24 20:00:00,14.0,16.0,35.0,0.4,50.0,2.0,55.81,98.62,54.44,358.61,6.01
2017-07-24 21:00:00,17.0,46.0,56.0,0.6,3.0,2.0,55.620000000000005,98.79999999999995,54.86,1.54,6.03
2017-07-24 22:00:00,23.0,57.0,57.0,0.7,2.0,2.0,56.3,99.11000000000001,51.91,12.22,5.45
2017-07-24 23:00:00,19.0,44.0,43.0,0.6,8.0,2.0,56.97,99.41999999999996,48.96,24.9,5.09
2017-07-25 00:00:00,21.0,51.0,35.0,0.6,15.0,2.0,57.65,99.72000000000003,46.01,38.69,5.01
2017-07-25 01:00:00,28.0,70.0,39.0,0.7,22.0,2.0,58.56,99.42999999999995,43.04,92.89,4.0
2017-07-25 02:00:00,25.0,45.0,39.0,0.9,62.0,5.0,59.47,99.13,40.07,131.68,6.49
2017-07-25 03:00:00,42.0,86.0,45.0,1.2,74.0,6.0,60.379999999999995,98.84000000000003,37.11,145.91,10.18
2017-07-25 04:00:00,62.0,94.0,33.0,1.4,139.0,8.0,60.9,98.25999999999999,35.17,152.64,11.54
2017-07-25 05:00:00,70.0,85.0,22.0,1.5,189.0,8.0,61.41,97.66999999999996,33.24,157.9,13.03
2017-07-25 06:00:00,59.0,84.0,25.0,1.0,132.0,2.0,61.93,97.09000000000003,31.31,162.05,14.61
2017-07-25 07:00:00,46.0,123.0,20.0,1.0,156.0,2.0,61.6,97.20000000000005,30.82,168.79,14.35
2017-07-25 09:00:00,32.0,40.0,15.0,0.5400000214576721,166.0,3.0,60.93,97.44000000000005,29.85,182.53,14.44
2017-07-25 10:00:00,32.0,49.0,15.0,0.9,124.0,3.0,60.33,97.41999999999996,30.53,182.83,13.69
2017-07-25 11:00:00,4.0,50.0,21.0,0.8,154.0,3.0,59.739999999999995,97.38999999999999,31.2,183.16,12.94
2017-07-25 12:00:00,28.0,41.0,20.0,0.7,141.0,2.0,59.14,97.37,31.87,183.53,12.19
2017-07-25 13:00:00,25.0,40.0,20.0,0.7,133.0,2.0,58.53,97.55999999999995,33.51,187.53,10.84
2017-07-25 14:00:00,28.0,47.0,22.0,0.8,127.0,3.0,57.93,97.75,35.15,192.63,9.56
2017-07-25 15:00:00,26.0,45.0,23.0,0.8,122.0,3.0,57.32,97.95000000000005,36.79,199.22,8.38
2017-07-25 16:00:00,32.0,61.0,33.0,0.9,103.0,3.0,57.03,97.75999999999999,37.48,195.27,6.67
2017-07-25 17:00:00,36.0,59.0,32.0,0.8,105.0,3.0,56.730000000000004,97.58000000000004,38.17,188.62,5.0
2017-07-25 18:00:00,31.0,50.0,30.0,0.8,104.0,4.0,56.44,97.39999999999998,38.85,175.78,3.47
2017-07-25 19:00:00,30.0,61.0,38.0,0.8,89.0,3.0,56.16,97.37,40.93,144.25,2.73
2017-07-25 20:00:00,27.0,31.0,34.0,0.7,93.0,3.0,55.879999999999995,97.35000000000002,43.01,108.22,3.08
2017-07-25 21:00:00,25.0,51.0,24.0,0.7,87.0,2.0,55.6,97.32000000000005,45.09,86.2,4.28
2017-07-25 22:00:00,19.0,26.0,18.0,0.7,96.0,2.0,55.28,97.50999999999999,47.41,68.19,4.58
2017-07-25 23:00:00,17.0,27.0,29.0,0.6,74.0,2.0,54.93,97.69000000000005,49.73,53.67,5.27
2017-07-26 00:00:00,18.0,39.0,30.0,0.6,67.0,2.0,54.47,97.87,52.05,43.0,6.21
2017-07-26 01:00:00,23.0,43.0,29.0,0.6,63.0,2.0,54.1,97.80999999999995,55.19,32.13,6.43
2017-07-26 02:00:00,24.0,28.0,31.0,0.7,61.0,2.0,53.730000000000004,97.74000000000001,58.33,22.3,6.86
2017-07-26 03:00:00,21.0,21.0,31.0,0.7,57.0,2.0,53.370000000000005,97.67999999999995,61.48,13.84,7.46
2017-07-26 04:00:00,18.0,44.0,18.0,0.6000000238418579,78.0,2.0,53.79,97.15999999999997,59.37,24.21,6.12
2017-07-26 05:00:00,12.0,37.0,14.0,0.5,91.0,2.0,54.21,96.63,57.26,39.54,5.08
2017-07-26 06:00:00,12.0,34.0,13.0,0.5,99.0,2.0,54.629999999999995,96.10000000000002,55.15,60.33,4.56
2017-07-26 07:00:00,13.0,49.0,11.0,0.4000000059604645,106.0,2.0,54.5,95.98000000000002,55.88,91.63,3.71
2017-07-26 08:00:00,7.0,15.0,13.0,0.4,106.0,2.0,54.36,95.85000000000002,56.61,125.45,4.25
2017-07-26 09:00:00,10.0,18.0,16.0,0.5,103.0,2.0,54.22,95.73000000000002,57.33,146.32,5.8
2017-07-26 10:00:00,13.0,21.0,21.0,0.5,104.0,2.0,54.19,95.55999999999995,58.04,147.26,5.55
2017-07-26 11:00:00,15.0,19.0,24.0,0.6,100.0,2.0,54.16,95.38999999999999,58.74,148.29,5.29
2017-07-26 12:00:00,17.0,22.0,37.0,0.6,85.0,2.0,54.129999999999995,95.22000000000003,59.44,149.42,5.04
2017-07-26 13:00:00,17.0,38.0,47.0,0.7,65.0,2.0,53.91,95.67999999999995,59.53,153.83,4.53
2017-07-26 14:00:00,20.0,53.0,63.0,0.7,32.0,2.0,53.69,96.13999999999999,59.62,159.32,4.06
2017-07-26 15:00:00,19.0,41.0,53.0,0.6,42.0,2.0,53.47,96.60000000000002,59.72,166.18,3.63
2017-07-26 16:00:00,24.0,52.0,82.0,0.8,6.0,2.0,53.46,96.42999999999995,59.74,159.82,2.71
2017-07-26 17:00:00,36.0,48.0,73.0,1.1,15.0,3.0,53.44,96.25999999999999,59.75,147.34,1.86
2017-07-26 18:00:00,30.0,68.0,79.0,0.9,2.0,2.0,53.43,96.08000000000004,59.77,118.68,1.22
2017-07-26 19:00:00,32.0,64.0,78.0,0.8,2.0,2.0,53.35,96.25999999999999,60.1,95.03,1.51
2017-07-26 20:00:00,36.0,57.0,74.0,0.8,15.0,2.0,53.269999999999996,96.42999999999995,60.43,80.59,1.97
2017-07-26 21:00:00,34.0,72.0,58.0,0.7,2.0,2.0,53.19,96.60000000000002,60.76,71.9,2.5
2017-07-26 22:00:00,31.0,38.0,49.0,0.6,6.0,2.0,54.019999999999996,96.88,58.61,73.98,2.35
2017-07-26 23:00:00,28.0,36.0,41.0,0.7,13.0,2.0,54.84,97.15999999999997,56.47,76.33,2.2
2017-07-27 00:00:00,27.0,48.0,40.0,0.8,15.0,2.0,55.47,97.44000000000005,54.33,79.02,2.06
2017-07-27 01:00:00,28.0,42.0,32.0,0.8,37.0,2.0,56.04,97.52999999999997,53.79,123.59,2.16
2017-07-27 02:00:00,33.0,52.0,32.0,0.8,49.0,2.0,56.6,97.61000000000001,53.25,150.4,3.2
2017-07-27 03:00:00,37.0,55.0,32.0,0.9,62.0,2.0,57.17,97.70000000000005,52.72,162.69,4.58
2017-07-27 04:00:00,35.0,60.0,34.0,1.0,73.0,3.0,57.239999999999995,97.58000000000004,53.27,172.04,5.89
2017-07-27 05:00:00,42.0,75.0,37.0,1.0,91.0,4.0,57.3,97.47000000000003,53.81,177.9,7.31
2017-07-27 06:00:00,44.0,73.0,36.0,0.9,116.0,5.0,57.36,97.35000000000002,54.36,181.83,8.77
2017-07-27 07:00:00,30.0,48.0,28.0,0.9,134.0,4.0,57.45,97.54999999999995,53.86,176.66,8.4
2017-07-27 08:00:00,27.0,37.0,23.0,0.7,145.0,3.0,57.54,97.75,53.36,171.06,8.11
2017-07-27 10:00:00,50.0,79.0,54.0,1.0,159.0,2.0,57.31,98.46000000000004,54.08,167.04,6.65
2017-07-27 11:00:00,43.0,76.0,63.0,1.1,139.0,2.0,56.980000000000004,98.97000000000003,55.3,169.85,5.42
2017-07-27 12:00:00,45.0,81.0,76.0,1.1,106.0,2.0,56.66,99.48000000000002,56.53,174.29,4.21
2017-07-27 13:00:00,52.0,98.0,89.0,1.3,63.0,2.0,56.620000000000005,99.80999999999995,56.89,164.33,3.07
2017-07-27 14:00:00,55.0,97.0,98.0,1.4,43.0,2.0,56.57,100.13999999999999,57.26,144.27,2.12
2017-07-27 15:00:00,57.0,104.0,112.0,1.4,21.0,2.0,56.53,100.47000000000003,57.62,106.57,1.72
2017-07-27 16:00:00,57.0,106.0,125.0,1.5,3.0,2.0,56.25,100.75999999999999,59.14,75.4,1.32
2017-07-27 17:00:00,55.0,125.0,105.0,1.3,2.0,3.0,55.97,101.04999999999995,60.66,37.88,1.46
2017-07-27 18:00:00,55.0,123.0,90.0,1.2,2.0,2.0,55.69,101.34000000000003,62.17,14.79,2.05
2017-07-27 19:00:00,47.0,89.0,78.0,0.9,2.0,2.0,55.7,101.63,61.92,22.47,2.07
2017-07-27 20:00:00,45.0,68.0,79.0,0.9,33.0,2.0,55.71,101.90999999999997,61.66,29.85,2.13
2017-07-27 21:00:00,36.0,46.0,70.0,0.7,2.0,2.0,55.72,102.20000000000005,61.4,36.73,2.22
2017-07-27 22:00:00,24.0,37.0,63.0,0.6,2.0,2.0,56.07,102.45000000000005,59.55,49.3,2.3
2017-07-27 23:00:00,21.0,28.0,55.0,0.5,8.0,2.0,56.42,102.69000000000005,57.71,60.55,2.47
2017-07-28 00:00:00,22.0,47.0,59.0,0.6,14.0,2.0,56.769999999999996,102.92999999999995,55.87,69.98,2.73
2017-07-28 01:00:00,26.0,77.0,62.0,0.7,10.0,2.0,57.17,103.20000000000005,51.05,81.71,2.92
2017-07-28 02:00:00,26.0,65.0,55.0,0.7,35.0,2.0,57.58,103.46000000000004,46.22,91.67,3.21
2017-07-28 03:00:00,29.0,66.0,53.0,0.8,47.0,2.0,57.980000000000004,103.72000000000003,41.4,99.79,3.58
2017-07-28 04:00:00,21.0,41.0,35.0,0.7,83.0,3.0,58.36,103.53999999999996,39.3,126.84,4.42
2017-07-28 05:00:00,19.0,34.0,27.0,0.6,112.0,3.0,58.75,103.36000000000001,37.2,142.91,5.89
2017-07-28 06:00:00,26.0,47.0,17.0,0.4000000059604645,120.0,2.0,59.129999999999995,103.17999999999995,35.1,152.15,7.62
2017-07-28 07:00:00,14.0,27.0,20.0,0.4000000059604645,122.0,2.0,59.11,102.83000000000004,34.61,155.61,7.35
2017-07-28 08:00:00,14.0,21.0,25.0,0.4,122.0,2.0,59.08,102.47000000000003,34.12,159.33,7.11
2017-07-28 09:00:00,18.0,30.0,31.0,0.4,127.0,2.0,59.06,102.11000000000001,33.63,163.3,6.9
2017-07-28 10:00:00,22.0,48.0,40.0,0.5,129.0,2.0,58.54,102.07000000000005,36.41,167.94,6.25
2017-07-28 11:00:00,22.0,64.0,44.0,0.5,137.0,2.0,58.010000000000005,102.02999999999997,39.19,173.6,5.65
2017-07-28 12:00:00,24.0,54.0,34.0,0.5,151.0,2.0,57.489999999999995,101.98000000000002,41.97,180.52,5.12
2017-07-28 13:00:00,29.0,63.0,57.0,0.7,106.0,2.0,57.16,101.91999999999996,42.46,190.51,4.0
2017-07-28 14:00:00,27.0,69.0,48.0,0.7,109.0,2.0,56.83,101.86000000000001,42.95,207.25,3.08
2017-07-28 15:00:00,33.0,65.0,46.0,0.8,111.0,3.0,56.5,101.79999999999995,43.44,233.43,2.61
2017-07-28 16:00:00,39.0,79.0,65.0,0.9,83.0,3.0,56.22,101.57000000000005,44.42,250.34,1.87
2017-07-28 17:00:00,37.0,83.0,74.0,0.8,50.0,2.0,55.94,101.34000000000003,45.4,281.87,1.45
2017-07-28 18:00:00,33.0,68.0,105.0,0.7,2.0,2.0,55.66,101.11000000000001,46.38,318.54,1.63
2017-07-28 19:00:00,34.0,100.0,91.0,0.7,2.0,2.0,55.29,101.07000000000005,46.49,332.97,2.05
2017-07-28 20:00:00,28.0,80.0,87.0,0.6,6.0,2.0,54.89,101.02999999999997,46.6,342.13,2.56
2017-07-28 21:00:00,26.0,65.0,85.0,0.6,2.0,2.0,54.370000000000005,100.99000000000001,46.71,348.18,3.11
2017-07-28 23:00:00,34.0,74.0,69.0,0.7,9.0,2.0,55.92,100.95000000000005,41.8,57.7,1.37
2017-07-29 00:00:00,26.0,45.0,38.0,0.5,55.0,2.0,56.61,100.91999999999996,39.34,101.48,2.1
2017-07-29 01:00:00,33.0,68.0,39.0,1.3,67.0,2.0,57.68,100.37,36.29,156.92,3.24
2017-07-29 02:00:00,50.0,100.0,45.0,2.3,89.0,2.0,58.739999999999995,99.80999999999995,33.24,175.07,5.56
2017-07-29 03:00:00,44.0,88.0,52.0,0.9,96.0,2.0,59.81,99.25999999999999,30.19,182.23,8.1
2017-07-29 04:00:00,57.0,111.0,33.0,0.9,112.0,2.0,60.25,98.45000000000005,28.75,183.78,9.43
2017-07-29 05:00:00,56.0,81.0,23.0,0.8,136.0,3.0,60.68,97.63999999999999,27.31,184.94,10.77
2017-07-29 06:00:00,43.0,62.0,16.0,0.7,167.0,2.0,61.11,96.83000000000004,25.86,185.85,12.11
2017-07-29 07:00:00,33.0,38.0,15.0,0.6,163.0,2.0,60.53,96.73000000000002,27.83,188.33,13.02
2017-07-29 08:00:00,25.0,44.0,14.0,0.5,163.0,2.0,59.95,96.63,29.79,190.48,13.96
2017-07-29 09:00:00,25.0,49.0,15.0,0.5,162.0,2.0,59.36,96.52999999999997,31.76,192.36,14.91
2017-07-29 10:00:00,22.0,38.0,17.0,0.5,158.0,2.0,58.68,96.42999999999995,34.07,191.2,13.93
2017-07-29 11:00:00,20.0,41.0,19.0,0.5,150.0,2.0,58.0,96.32000000000005,36.38,189.87,12.95
2017-07-29 12:00:00,18.0,46.0,22.0,0.5,137.0,2.0,57.32,96.21000000000004,38.69,188.32,11.98
2017-07-29 13:00:00,21.0,57.0,24.0,0.5,118.0,2.0,56.760000000000005,96.35000000000002,40.84,193.64,10.52
2017-07-29 14:00:00,17.0,45.0,31.0,0.6,103.0,2.0,56.2,96.49000000000001,42.98,200.58,9.18
2017-07-29 15:00:00,23.0,48.0,29.0,0.6,100.0,2.0,55.65,96.62,45.13,209.72,8.01
2017-07-29 16:00:00,22.0,43.0,35.0,0.6,90.0,2.0,55.31,96.48000000000002,46.78,205.1,6.64
2017-07-29 17:00:00,35.0,47.0,40.0,0.6599999666213989,92.0,1.0,54.97,96.33000000000004,48.42,198.14,5.33
2017-07-29 18:00:00,24.0,46.0,44.0,0.6,65.0,2.0,54.5,96.17999999999995,50.06,186.98,4.15
2017-07-29 19:00:00,31.0,64.0,61.0,0.5,35.0,2.0,54.16,96.05999999999995,51.81,172.64,2.64
2017-07-29 20:00:00,35.0,69.0,73.0,0.6,19.0,2.0,53.82,95.92999999999995,53.56,133.52,1.63
2017-07-29 21:00:00,41.0,81.0,83.0,0.7,2.0,2.0,53.480000000000004,95.79999999999995,55.32,79.41,2.06
2017-07-29 22:00:00,37.0,94.0,81.0,0.7,2.0,2.0,54.33,95.87,52.83,85.56,2.57
2017-07-29 23:00:00,47.0,93.0,70.0,0.7,5.0,2.0,55.120000000000005,95.92999999999995,50.35,89.63,3.11
2017-07-30 00:00:00,56.0,107.0,77.0,0.8,12.0,2.0,55.71,95.99000000000001,47.87,92.5,3.65
2017-07-30 01:00:00,60.0,99.0,62.0,0.7,40.0,3.0,56.9,95.65999999999997,42.65,126.37,4.35
2017-07-30 02:00:00,61.0,81.0,57.0,0.7,74.0,3.0,58.08,95.32000000000005,37.43,146.13,6.02
2017-07-30 03:00:00,53.0,111.0,56.0,0.7600000500679016,119.0,7.0,59.260000000000005,94.99000000000001,32.2,156.6,8.09
2017-07-30 04:00:00,31.0,40.0,27.0,0.6,152.0,3.0,59.97,94.50999999999999,30.67,156.96,8.88
2017-07-30 05:00:00,32.0,47.0,17.0,0.6,194.0,4.0,60.68,94.02999999999997,29.14,157.26,9.66
2017-07-30 06:00:00,30.0,53.0,15.0,0.6,204.0,4.0,61.39,93.55999999999995,27.6,157.51,10.45
2017-07-30 07:00:00,36.0,52.0,26.0,0.559999942779541,209.0,10.0,61.129999999999995,93.67999999999995,27.74,157.42,9.64
2017-07-30 08:00:00,46.0,64.0,26.0,0.5800000429153442,225.0,2.0,60.879999999999995,93.78999999999996,27.87,157.31,8.83
2017-07-30 09:00:00,29.0,59.0,18.0,0.5,213.0,3.0,60.620000000000005,93.90999999999997,28.0,157.17,8.01
2017-07-30 10:00:00,28.0,68.0,22.0,0.5,204.0,2.0,59.980000000000004,94.07000000000005,30.39,161.62,7.13
2017-07-30 11:00:00,40.0,84.0,23.0,0.6600000262260437,197.0,6.0,59.34,94.23000000000002,32.77,167.28,6.3
2017-07-30 12:00:00,29.0,72.0,31.0,0.5199999809265137,183.0,9.0,58.7,94.38999999999999,35.16,174.55,5.55
2017-07-30 13:00:00,29.0,69.0,25.0,0.5,154.0,2.0,58.120000000000005,94.94000000000005,37.98,168.05,4.57
2017-07-30 14:00:00,32.0,63.0,25.0,0.6,140.0,2.0,57.54,95.5,40.79,158.17,3.67
2017-07-30 15:00:00,42.0,78.0,34.0,0.8199999928474426,128.0,9.0,56.96,96.04999999999995,43.61,142.75,2.95
2017-07-30 16:00:00,42.0,75.0,43.0,0.7,105.0,2.0,56.56,96.11000000000001,45.95,131.8,2.91
2017-07-30 17:00:00,50.0,86.0,33.0,0.7,108.0,2.0,56.16,96.16999999999996,48.29,120.95,2.98
2017-07-30 18:00:00,55.0,85.0,28.0,0.6,102.0,2.0,55.760000000000005,96.23000000000002,50.62,110.94,3.15
2017-07-30 19:00:00,61.0,87.0,38.0,0.7,81.0,2.0,55.45,96.55999999999995,53.17,94.4,3.14
2017-07-30 20:00:00,66.0,91.0,43.0,0.7,59.0,2.0,55.15,96.88999999999999,55.72,79.08,3.39
2017-07-30 21:00:00,72.0,98.0,54.0,0.7,37.0,2.0,54.769999999999996,97.22000000000003,58.26,66.58,3.84
2017-07-30 22:00:00,81.0,120.0,101.0,1.6799999475479126,12.0,6.0,55.34,97.38,56.48,80.09,3.84
2017-07-30 23:00:00,106.0,155.0,88.0,1.459999918937683,17.0,9.0,55.84,97.53999999999996,54.69,92.91,4.04
2017-07-31 00:00:00,114.0,155.0,87.0,1.2,14.0,3.0,56.34,97.70000000000005,52.9,104.01,4.42
2017-07-31 01:00:00,123.0,154.0,82.0,1.2,39.0,3.0,57.61,97.29999999999995,48.6,114.0,4.57
2017-07-31 02:00:00,107.0,120.0,48.0,1.0,111.0,3.0,58.89,96.89999999999998,44.31,123.12,4.84
2017-07-31 03:00:00,103.0,135.0,38.0,1.0,167.0,2.0,60.17,96.50999999999999,40.01,131.09,5.22
2017-07-31 04:00:00,104.0,104.0,40.0,1.0,212.0,2.0,60.879999999999995,96.08000000000004,37.41,136.08,6.31
2017-07-31 05:00:00,99.0,141.0,38.0,1.0,261.0,2.0,61.6,95.64999999999998,34.82,139.57,7.43
2017-07-31 06:00:00,94.0,105.0,32.0,1.0,321.0,2.0,62.32,95.22000000000003,32.22,142.15,8.57
2017-07-31 07:00:00,86.0,98.0,25.0,0.9,343.0,2.0,62.1,95.48000000000002,33.34,146.8,8.98
2017-07-31 08:00:00,77.0,91.0,25.0,0.8,333.0,2.0,61.879999999999995,95.75,34.47,151.03,9.44
2017-07-31 09:00:00,71.0,97.0,25.0,0.8,295.0,2.0,61.66,96.00999999999999,35.6,154.84,9.95
2017-07-31 10:00:00,66.0,80.0,24.0,0.8,259.0,2.0,61.04,96.05999999999995,38.56,149.93,7.99
2017-07-31 11:00:00,81.0,124.0,28.0,0.9,265.0,2.0,60.42,96.11000000000001,41.52,141.96,6.13
2017-07-31 12:00:00,90.0,127.0,26.0,1.0,251.0,2.0,59.81,96.15999999999997,44.47,127.66,4.49
2017-07-31 13:00:00,84.0,107.0,29.0,1.0,220.0,2.0,59.120000000000005,96.63999999999999,51.47,132.58,5.0
2017-07-31 14:00:00,80.0,104.0,32.0,1.0,197.0,2.0,58.44,97.13,58.46,136.57,5.54
2017-07-31 15:00:00,74.0,117.0,43.0,1.3,156.0,3.0,57.75,97.61000000000001,65.46,139.83,6.1
2017-07-31 16:00:00,78.0,100.0,39.0,1.3,155.0,4.0,57.42,97.57000000000005,68.08,141.27,5.47
2017-07-31 17:00:00,75.0,99.0,40.0,1.2,125.0,3.0,57.09,97.51999999999998,70.69,143.07,4.85
2017-07-31 18:00:00,70.0,75.0,27.0,1.0,115.0,2.0,56.769999999999996,97.48000000000002,73.31,145.41,4.23
